fund_name,cik,company,ticker,cusip,shares,value,weight,ownership,date,filing_date,industry
Baker Bros. Advisors LP,0001263508,"Arvinas, Inc.",ARVN,04335A105,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,"Biomea Fusion, Inc.",BMEA,09077A106,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,MOONLAKE IMMUNOTHERAPEUTICS,MLTX,61559X104,19751284,771682666,31.4515,31.2353,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,AXSOME THERAPEUTICS INC,AXSM,05464T104,1690221,197130475,8.0344,3.4585,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,REVOLUTION MEDICINES INC,RVMD,76155X100,4982384,176177098,7.1804,2.6481,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
BVF Inc,0001056807,KYMERA THERAPEUTICS INC,KYMR,501575104,5161801,141278493,5.7581,6.4405,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
BVF Inc,0001056807,MIRUM PHARMACEUTICALS INC,MIRM,604749101,2796513,125982911,5.1347,5.7201,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,PROTAGONIST THERAPEUTICS INC,PTGX,74366E102,2575015,124527725,5.0754,4.0897,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,GH RESEARCH PLC,GHRS,G3855L106,8827712,97369663,3.9685,15.2128,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,XOMA ROYALTY CORPORATION,XOMA,98419J206,2983026,59451708,2.4231,24.9229,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,IONIS PHARMACEUTICALS INC,IONS,462222100,1913385,57726825,2.3528,1.2054,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,ZYMEWORKS INC,ZYME,98985Y108,4308935,51319416,2.0916,5.7322,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,KURA ONCOLOGY INC,KURA,50127T109,7754129,51177251,2.0858,8.8705,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,CULLINAN THERAPEUTICS INC,CGEM,230031106,5750683,43532670,1.7743,9.8168,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
BVF Inc,0001056807,AC IMMUNE SA,ACIU,H00263105,19822436,37067955,1.5108,19.7417,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,TYRA BIOSCIENCES INC,TYRA,90240B106,3944194,36681004,1.495,6.6472,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,GALAPAGOS NV,GLPG,36315X101,1454422,36535081,1.4891,2.2091,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,CELCUITY INC,CELC,15102K100,3466000,35041260,1.4282,8.0506,2025-03-31,2025-05-15,SERVICES-MEDICAL LABORATORIES
BVF Inc,0001056807,VERVE THERAPEUTICS INC,VERV,92539P101,6904050,31551509,1.2859,7.9472,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,STRUCTURE THERAPEUTICS INC,GPCR,86366E106,1771417,30663228,1.2497,0.3092,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,XENCOR INC,XNCR,98401F105,2740141,29155100,1.1883,3.7196,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,MONTE ROSA THERAPEUTICS INC,GLUE,61225M102,5660132,26263012,1.0704,6.8901,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
BVF Inc,0001056807,SEPTERNA INC,SEPN,81734D104,4396124,25453558,1.0374,13.5753,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,ELEDON PHARMACEUTICALS INC,ELDN,28617K101,6293282,21334226,0.8695,10.5258,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,CIDARA THERAPEUTICS INC,CDTX,171757206,924642,19916789,0.8117,6.5218,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
BVF Inc,0001056807,OLEMA PHARMACEUTICALS INC,OLMA,68062P106,5295893,19912558,0.8116,9.0153,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,PALVELLA THERAPEUTICS INC NE,PVLA,697947109,696555,19496574,0.7946,31.2927,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,FOGHORN THERAPEUTICS INC,FHTX,344174107,5302000,19352300,0.7887,8.4361,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,ITEOS THERAPEUTICS INC,ITOS,46565G104,3075000,18357750,0.7482,7.1113,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
BVF Inc,0001056807,4D MOLECULAR THERAPEUTICS IN,FDMT,35104E100,4561289,14732963,0.6005,8.1826,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
BVF Inc,0001056807,ESSA PHARMA INC,EPIX,29668H708,8748629,13822834,0.5634,19.7092,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,ANNEXON INC,ANNX,03589W102,7000000,13510000,0.5506,4.7263,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,VERASTEM INC,VSTM,92337C203,2100468,12665822,0.5162,3.8773,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,RAPT THERAPEUTICS INC,RAPT,75382E109,9237556,11269818,0.4593,17.1534,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,REPARE THERAPEUTICS INC,RPTX,760273102,10333600,10187896,0.4152,24.262,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,IMMUNIC INC,IMUX,4525EP101,8902972,9704239,0.3955,9.8756,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,AVALO THERAPEUTICS INC,AVTX,05338F306,1036679,8303799,0.3384,9.8591,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,THIRD HARMONIC BIO INC,THRD,88427A107,2372933,8234078,0.3356,5.2829,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,VIGIL NEUROSCIENCE INC,VIGL,92673K108,4013633,7144267,0.2912,8.7124,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
BVF Inc,0001056807,TSCAN THERAPEUTICS INC,TCRX,89854M101,4889474,6747474,0.275,3.7705,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
BVF Inc,0001056807,MOLECULAR PARTNERS AG,MOLN,60853G106,1353968,5510650,0.2246,3.9785,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
BVF Inc,0001056807,IKENA ONCOLOGY INC,IKNA,45175G108,4006564,5128402,0.209,8.3024,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
BVF Inc,0001056807,FORTE BIOSCIENCES INC,,34962G208,594282,4611628,0.188,0.0,2025-03-31,2025-05-15,
BVF Inc,0001056807,ALLAKOS INC,ALLK,01671P100,16552417,3767330,0.1535,18.4126,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,CYTOMX THERAPEUTICS INC,CTMX,23284F105,5228461,3324256,0.1355,6.0013,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,TENAX THERAPEUTICS INC,TENX,88032L605,339549,2224046,0.0906,0.9281,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,INVENTIVA SA,IVA,46124U107,686040,2058120,0.0839,1.3198,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,GLYCOMIMETICS INC,GLYC,38000Q102,9544262,2004295,0.0817,14.8025,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,SAB BIOTHERAPEUTICS INC,SABS,78397T202,917826,1239065,0.0505,9.878,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
BVF Inc,0001056807,NEWAMSTERDAM PHARMA COMPANY,NAMS,N62509109,59065,1209061,0.0493,0.0509,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,OVID THERAPEUTICS INC,OVID,690469101,3853818,1202006,0.049,3.0831,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,ENGENE HOLDINGS INC,,29286M113,945402,605057,0.0247,0.0,2025-03-31,2025-05-15,
BVF Inc,0001056807,NLS PHARMACEUTICS LTD,,H57830137,143676,221261,0.009,0.0,2025-03-31,2025-05-15,
BVF Inc,0001056807,ELEVATION ONCOLOGY INC,ELEV,28623U101,0,0,0.0,0.0,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
BVF Inc,0001056807,89BIO INC,ETNB,282559103,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,ENGENE HOLDINGS INC,ENGN,29286M105,0,0,0.0,0.0,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
BVF Inc,0001056807,AGIOS PHARMACEUTICALS INC,AGIO,00847X104,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Checkpoint Capital L.P.,0001977548,ARGENX SE,ARGX,04016X101,115000,68064475,37.3436,0.1922,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Checkpoint Capital L.P.,0001977548,RHYTHM PHARMACEUTICALS INC,RYTM,76243J105,907240,48056503,26.3662,1.4387,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Checkpoint Capital L.P.,0001977548,REVOLUTION MEDICINES INC,RVMD,76155X100,392011,13861509,7.6051,0.2084,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Checkpoint Capital L.P.,0001977548,SOLENO THERAPEUTICS INC,SLNO,834203309,172902,12353848,6.7779,0.3744,2025-03-31,2025-05-15,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS
Checkpoint Capital L.P.,0001977548,DISC MEDICINE INC,IRON,254604101,243311,12077958,6.6266,0.7301,2025-03-31,2025-05-15,BLANK CHECKS
Checkpoint Capital L.P.,0001977548,PROTAGONIST THERAPEUTICS INC,PTGX,74366E102,175184,8471898,4.6481,0.2782,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Checkpoint Capital L.P.,0001977548,STOKE THERAPEUTICS INC,STOK,86150R107,730717,4859268,2.666,1.2628,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Checkpoint Capital L.P.,0001977548,SEPTERNA INC,SEPN,81734D104,824878,4776044,2.6204,2.5472,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Checkpoint Capital L.P.,0001977548,KYMERA THERAPEUTICS INC,KYMR,501575104,136605,3738879,2.0513,0.1704,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Checkpoint Capital L.P.,0001977548,TSCAN THERAPEUTICS INC,TCRX,89854M101,2017650,2784357,1.5276,1.5559,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Checkpoint Capital L.P.,0001977548,CIDARA THERAPEUTICS INC,CDTX,171757206,104380,2248345,1.2336,0.7362,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Checkpoint Capital L.P.,0001977548,CORCEPT THERAPEUTICS INC,CORT,218352102,5000,571100,0.3133,0.0048,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Checkpoint Capital L.P.,0001977548,IMMUNOCORE HLDGS PLC,IMCR,45258D105,9011,267356,0.1467,0.018,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Checkpoint Capital L.P.,0001977548,RAPT THERAPEUTICS INC,RAPT,75382E109,109830,133993,0.0735,0.2039,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Checkpoint Capital L.P.,0001977548,CYTOKINETICS INC,CYTK,23282W605,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Checkpoint Capital L.P.,0001977548,AVADEL PHARMACEUTICALS PLC,AVDL,G29687103,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Checkpoint Capital L.P.,0001977548,PHATHOM PHARMACEUTICALS INC,PHAT,71722W107,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Checkpoint Capital L.P.,0001977548,TREVI THERAPEUTICS INC,TRVI,89532M101,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Checkpoint Capital L.P.,0001977548,ATYR PHARMA INC,LIFE,002120202,0,0,0.0,0.0,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Checkpoint Capital L.P.,0001977548,PLIANT THERAPEUTICS INC,PLRX,729139105,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Checkpoint Capital L.P.,0001977548,AXSOME THERAPEUTICS INC,AXSM,05464T104,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,MERUS N V,MRUS,N5749R100,4472840,188261836,13.8725,6.4807,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,NUVALENT INC,NUVL,670703107,1855000,131556600,9.6941,2.5905,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,ENLIVEN THERAPEUTICS INC,ELVN,29337E102,4675000,92004000,6.7795,9.3766,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,SOLENO THERAPEUTICS INC,SLNO,834203309,1150000,82167500,6.0547,2.4903,2025-03-31,2025-05-15,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS
Commodore Capital LP,0001831942,XENON PHARMACEUTICALS INC,XENE,98420N105,2325000,78003750,5.7479,2.9547,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,ALKERMES PLC,ALKS,G01767105,1950000,64389000,4.7447,1.1933,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,AGIOS PHARMACEUTICALS INC,AGIO,00847X104,2185000,64020500,4.7175,3.8027,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,VAXCYTE INC,PCVX,92243G108,1650000,62304000,4.591,1.216,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Commodore Capital LP,0001831942,VERA THERAPEUTICS INC,VERA,92337R101,2561782,61534004,4.5343,4.0234,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,CELLDEX THERAPEUTICS INC NEW,CLDX,15117B202,3200000,58080000,4.2798,4.8205,2025-03-31,2025-05-15,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES
Commodore Capital LP,0001831942,SCHOLAR ROCK HLDG CORP,SRRK,80706P103,1745000,56101750,4.134,1.5603,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Commodore Capital LP,0001831942,COGENT BIOSCIENCES INC,COGT,19240Q201,8892816,53267968,3.9252,7.8484,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,VIRIDIAN THERAPEUTICS INC,VRDN,92790C104,3600000,48528000,3.5759,4.4256,2025-03-31,2025-05-15,SERVICES-MEDICAL LABORATORIES
Commodore Capital LP,0001831942,NURIX THERAPEUTICS INC,NRIX,67080M103,3978907,47269415,3.4832,4.7617,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,CENTESSA PHARMACEUTICALS PLC,CNTA,152309100,2367578,34045772,2.5087,1.7797,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,SPYRE THERAPEUTICS INC,SYRE,00773J202,1988084,32077735,2.3637,0.5745,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,PHARVARIS N V,PHVS,N69605108,1911433,30009498,2.2113,3.5351,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,MIND MEDICINE MINDMED INC,MNMD,60255C885,4525000,26471250,1.9506,5.3193,2025-03-31,2025-05-15,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS
Commodore Capital LP,0001831942,SOLID BIOSCIENCES INC,SLDB,83422E204,5825000,21552500,1.5881,14.2711,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Commodore Capital LP,0001831942,BRIGHT MINDS BIOSCIENCES INC,DRUG,10919W405,500000,18035000,1.329,11.2032,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,CARDIFF ONCOLOGY INC,CRDF,14147L108,5384616,16907694,1.2459,8.0942,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Commodore Capital LP,0001831942,ORUKA THERAPEUTICS INC,ORKA,687604108,1419714,14566266,1.0734,3.4063,2025-03-31,2025-05-15,
Commodore Capital LP,0001831942,INHIBIKASE THERAPEUTICS INC,IKT,45719W205,5344432,11704306,0.8625,5.969,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Commodore Capital LP,0001831942,ORIC PHARMACEUTICALS INC,ORIC,68622P109,2000000,11160000,0.8224,2.8153,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,APOGEE THERAPEUTICS INC,APGE,03770N101,290000,10834400,0.7984,0.4983,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Commodore Capital LP,0001831942,NEUROGENE INC,NGNE,64135M105,925000,10831750,0.7982,4.4055,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,TYRA BIOSCIENCES INC,TYRA,90240B106,950000,8835000,0.651,1.601,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,PERCEPTIVE CAP SOLUTIONS COR,PCSC,G70077105,750000,7725000,0.5692,8.6957,2025-03-31,2025-05-15,BLANK CHECKS
Commodore Capital LP,0001831942,CELCUITY INC,CELC,15102K100,695650,7033022,0.5182,1.6158,2025-03-31,2025-05-15,SERVICES-MEDICAL LABORATORIES
Commodore Capital LP,0001831942,VISTAGEN THERAPEUTICS INC,VTGN,92840H400,1575000,3937500,0.2901,5.1283,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,AVALO THERAPEUTICS INC,AVTX,05338F306,483000,3868830,0.2851,4.5935,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,ABIVAX SA,ABVX,00370M103,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,HELIX ACQUISITION CORP II,HLXB,G4444H101,0,0,0.0,0.0,2025-03-31,2025-05-15,BLANK CHECKS
Commodore Capital LP,0001831942,NKARTA INC,NKTX,65487U108,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,THIRD HARMONIC BIO INC,THRD,88427A107,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,MOONLAKE IMMUNOTHERAPEUTICS,MLTX,61559X104,8494151,331866480,24.9534,13.4329,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,EDGEWISE THERAPEUTICS INC,EWTX,28036F105,4101992,90243824,6.7855,4.312,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,BRIDGEBIO PHARMA INC,BBIO,10806X102,2000000,69140000,5.1987,1.0518,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,ARCELLX INC,ACLX,03940C100,1050000,68880000,5.1792,1.9002,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Cormorant Asset Management, LP",0001583977,PRAXIS PRECISION MEDICINES I,PRAX,74006W207,1745000,66083150,4.9689,8.2875,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,NEWAMSTERDAM PHARMA COMPANY,NAMS,N62509109,2825000,57827750,4.3481,2.4327,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,JANUX THERAPEUTICS INC,JANX,47103J105,2000000,54000000,4.0603,3.2367,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,EYEPOINT PHARMACEUTICALS INC,EYPT,30233G209,8325000,45121500,3.3927,11.9326,2025-03-31,2025-05-15,LABORATORY ANALYTICAL INSTRUMENTS
"Cormorant Asset Management, LP",0001583977,INSMED INC,INSM,457669307,525000,40052250,3.0116,0.2903,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,BRIGHT MINDS BIOSCIENCES INC,DRUG,10919W405,1059331,38210069,2.8731,23.7359,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,HELIX ACQUISITION CORP II,HLXB,G4444H101,2909000,32871700,2.4717,15.3842,2025-03-31,2025-05-15,BLANK CHECKS
"Cormorant Asset Management, LP",0001583977,CENTESSA PHARMACEUTICALS PLC,CNTA,152309100,2261600,32521808,2.4453,1.7,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,MERUS N V,MRUS,N5749R100,740000,31146600,2.3419,1.0722,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,RAPPORT THERAPEUTICS INC,RAPP,75383L102,2940921,29497438,2.2179,0.8339,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,AXSOME THERAPEUTICS INC,AXSM,05464T104,250000,29157500,2.1924,0.5115,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,PHARVARIS N V,PHVS,N69605108,1466460,23023422,1.7312,2.7122,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,GH RESEARCH PLC,GHRS,G3855L106,2009482,22164586,1.6666,3.4629,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,ARCUTIS BIOTHERAPEUTICS INC,ARQT,03969K108,1350000,21114000,1.5876,1.0711,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,TARSUS PHARMACEUTICALS INC,TARS,87650L103,400000,20548000,1.545,1.0166,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Cormorant Asset Management, LP",0001583977,ARS PHARMACEUTICALS INC,SPRY,82835W108,1600000,20128000,1.5134,1.6316,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,CRINETICS PHARMACEUTICALS IN,CRNX,22663K107,600000,20124000,1.5131,0.6445,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,CG ONCOLOGY INC,CGON,156944100,775000,18979750,1.4271,1.0172,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Cormorant Asset Management, LP",0001583977,CARGO THERAPEUTICS INC,CRGX,14179K101,3381277,13761797,1.0348,7.0661,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Cormorant Asset Management, LP",0001583977,ABIVAX SA,ABVX,00370M103,2130000,13312500,1.001,3.3785,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,ALUMIS INC,ALMS,022307102,2147396,13185011,0.9914,3.9561,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,CORBUS PHARMACEUTICALS HLDGS,0SZI.L,21833P301,2375000,12611250,0.9483,19.5,2025-03-31,2025-05-15,
"Cormorant Asset Management, LP",0001583977,AVIDITY BIOSCIENCES INC,RNA,05370A108,400000,11808000,0.8879,0.3095,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,METSERA INC,MTSR,59267L107,400000,10888000,0.8187,0.5377,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,ENGENE HOLDINGS INC,ENGN,29286M105,2323595,10409706,0.7827,4.5581,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Cormorant Asset Management, LP",0001583977,BIOAGE LABS INC,BIOA,09077V100,2629529,9887029,0.7434,7.3348,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,RHYTHM PHARMACEUTICALS INC,RYTM,76243J105,150000,7945500,0.5974,0.2379,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,ONKURE THERAPEUTICS INC,OKUR,68277Q105,1837739,7902278,0.5942,13.6896,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
