fund_name,cik,company,ticker,cusip,shares,value,weight,ownership,date,filing_date,industry
Baker Bros. Advisors LP,0001263508,"Surrozen, Inc.",SRZNW,86889P117,833333,17833,0.0002,25.8158,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Baker Bros. Advisors LP,0001263508,"Crinetics Pharmaceuticals, Inc.",CRNX,22663K107,0,0,0.0,0.0,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,NewAmsterdam Pharma Company N.V.,NAMS,N62509109,0,0,0.0,0.0,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,"Tango Therapeutics, Inc.",TNGX,87583X109,0,0,0.0,0.0,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Baker Bros. Advisors LP,0001263508,DBV Technologies S.A.,DBVT,23306J200,0,0,0.0,0.0,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Baker Bros. Advisors LP,0001263508,"BioCryst Pharmaceuticals, Inc.",BCRX,09058V103,0,0,0.0,0.0,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
BVF Inc,0001056807,MOONLAKE IMMUNOTHERAPEUTICS,MLTX,61559X104,19751284,1069532029,36.2466,31.4027,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,KYMERA THERAPEUTICS INC,KYMR,501575104,5161801,207659254,7.0376,6.7806,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
BVF Inc,0001056807,REVOLUTION MEDICINES INC,RVMD,76155X100,4181179,182884769,6.198,2.506,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
BVF Inc,0001056807,AXSOME THERAPEUTICS INC,AXSM,05464T104,1388064,117444095,3.9802,2.8834,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,MIRUM PHARMACEUTICALS INC,MIRM,604749101,2796513,115635813,3.9189,5.8526,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,XOMA ROYALTY CORPORATION,XOMA,98419J206,3633743,95494766,3.2363,31.0258,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,PROTAGONIST THERAPEUTICS INC,PTGX,74366E102,1900015,73340579,2.4855,3.0761,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,GH RESEARCH PLC,GHRS,G3855L106,10400158,72801106,2.4672,19.9895,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,CULLINAN THERAPEUTICS INC,CGEM,230031106,5750683,70043319,2.3738,9.8577,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
BVF Inc,0001056807,ZYMEWORKS INC,ZYME,98985Y108,4308935,63082808,2.1379,5.6811,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,SEPTERNA INC,,81734D104,2452024,56151350,1.903,0.0,2024-12-31,2025-02-14,
BVF Inc,0001056807,TYRA BIOSCIENCES INC,TYRA,90240B106,3944194,54824297,1.858,6.6993,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,AC IMMUNE SA,ACIU,H00263105,19522436,52710577,1.7864,17.7376,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,XENCOR INC,XNCR,98401F105,2288760,52595705,1.7825,3.5749,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,STRUCTURE THERAPEUTICS INC,GPCR,86366E106,1771417,48040829,1.6281,1.1217,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,CELCUITY INC,CELC,15102K100,3466000,45369940,1.5376,8.0994,2024-12-31,2025-02-14,SERVICES-MEDICAL LABORATORIES
BVF Inc,0001056807,GALAPAGOS NV,GLPG,36315X101,1569422,43159105,1.4627,2.3816,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,VERVE THERAPEUTICS INC,VERV,92539P101,6904050,38938842,1.3196,8.197,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,ANNEXON INC,ANNX,03589W102,7000000,35910000,1.217,5.0024,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,AGIOS PHARMACEUTICALS INC,AGIO,00847X104,1073755,35283589,1.1958,1.8858,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,89BIO INC,ETNB,282559103,4333885,33890981,1.1486,4.0475,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,OLEMA PHARMACEUTICALS INC,OLMA,68062P106,5715893,33323656,1.1293,9.9819,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,CIDARA THERAPEUTICS INC,CDTX,171757206,1092796,29374356,0.9955,17.2104,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
BVF Inc,0001056807,ELEDON PHARMACEUTICALS INC,ELDN,28617K101,6293282,25928322,0.8787,12.1151,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,FOGHORN THERAPEUTICS INC,FHTX,344174107,5302000,25025440,0.8481,8.4693,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,THIRD HARMONIC BIO INC,THRD,88427A107,2372933,24417481,0.8275,5.7432,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,KURA ONCOLOGY INC,KURA,50127T109,2567469,22362655,0.7579,2.9528,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,ALLAKOS INC,ALLK,01671P100,16552417,20028425,0.6788,18.5932,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,MONTE ROSA THERAPEUTICS INC,GLUE,61225M102,2764471,19185429,0.6502,3.3708,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
BVF Inc,0001056807,ITEOS THERAPEUTICS INC,ITOS,46565G104,2325000,17856000,0.6051,5.39,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
BVF Inc,0001056807,ESSA PHARMA INC,EPIX,29668H708,8748629,15660046,0.5307,19.7588,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,4D MOLECULAR THERAPEUTICS IN,FDMT,35104E100,2670642,14875476,0.5041,4.8072,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
BVF Inc,0001056807,RAPT THERAPEUTICS INC,RAPT,75382E109,9237556,14595338,0.4946,23.7448,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,ENGENE HOLDINGS INC,ENGN,29286M105,2106037,14005146,0.4746,4.1314,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
BVF Inc,0001056807,REPARE THERAPEUTICS INC,RPTX,760273102,10333600,13537016,0.4588,24.3415,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,FORTE BIOSCIENCES INC,,34962G208,594282,13496144,0.4574,0.0,2024-12-31,2025-02-14,
BVF Inc,0001056807,VERASTEM INC,VSTM,92337C203,2100468,10859420,0.368,5.2175,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,TSCAN THERAPEUTICS INC,TCRX,89854M101,2989474,9088001,0.308,2.5185,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
BVF Inc,0001056807,IMMUNIC INC,IMUX,4525EP101,8902972,8902972,0.3017,8.7911,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,PALVELLA THERAPEUTICS INC NE,PVLA,697947109,696555,8358660,0.2833,31.2927,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,AVALO THERAPEUTICS INC,AVTX,05338F306,1036679,7702525,0.261,9.8996,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,IKENA ONCOLOGY INC,IKNA,45175G108,4006564,6570765,0.2227,8.3024,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
BVF Inc,0001056807,MOLECULAR PARTNERS AG,MOLN,60853G106,1353968,6458427,0.2189,4.0789,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
BVF Inc,0001056807,CYTOMX THERAPEUTICS INC,CTMX,23284F105,5228461,5385315,0.1825,6.1444,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,OVID THERAPEUTICS INC,OVID,690469101,3853818,3598310,0.1219,5.4298,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,SAB BIOTHERAPEUTICS INC,SABS,78397T202,917826,3506095,0.1188,9.9097,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
BVF Inc,0001056807,VIGIL NEUROSCIENCE INC,VIGL,92673K108,1813633,3083176,0.1045,4.4695,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
BVF Inc,0001056807,GLYCOMIMETICS INC,GLYC,38000Q102,9544262,2376521,0.0805,14.801,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,TENAX THERAPEUTICS INC,TENX,88032L605,339549,2101808,0.0712,2.2234,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,ELEVATION ONCOLOGY INC,ELEV,28623U101,2966836,1669142,0.0566,5.0193,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
BVF Inc,0001056807,INVENTIVA SA,IVA,46124U107,686040,1474986,0.05,1.3198,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,ENGENE HOLDINGS INC,,29286M113,945402,803686,0.0272,0.0,2024-12-31,2025-02-14,
BVF Inc,0001056807,NLS PHARMACEUTICS LTD,,H57830137,143676,303156,0.0103,0.0,2024-12-31,2025-02-14,
BVF Inc,0001056807,PIERIS PHARMACEUTICALS INC,PVLA,720795202,0,0,0.0,0.0,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,CG ONCOLOGY INC,CGON,156944100,0,0,0.0,0.0,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
BVF Inc,0001056807,IONIS PHARMACEUTICALS INC,IONS,462222100,0,0,0.0,0.0,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,MOLECULAR TEMPLATES INC,MTEM,608550208,0,0,0.0,0.0,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,VISTAGEN THERAPEUTICS INC,VTGN,92840H400,0,0,0.0,0.0,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,IDEAYA BIOSCIENCES INC,IDYA,45166A102,0,0,0.0,0.0,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
BVF Inc,0001056807,NEWAMSTERDAM PHARMA COMPANY,NAMS,N62509109,0,0,0.0,0.0,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Checkpoint Capital L.P.,0001977548,ARGENX SE,ARGX,04016X101,92500,56887500,28.9532,0.1539,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Checkpoint Capital L.P.,0001977548,RHYTHM PHARMACEUTICALS INC,RYTM,76243J105,727982,40752432,20.7411,1.1891,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Checkpoint Capital L.P.,0001977548,PHATHOM PHARMACEUTICALS INC,PHAT,71722W107,2274157,18466155,9.3984,3.5189,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Checkpoint Capital L.P.,0001977548,AXSOME THERAPEUTICS INC,AXSM,05464T104,174769,14787205,7.526,0.363,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Checkpoint Capital L.P.,0001977548,DISC MEDICINE INC,IRON,254604101,185000,11729000,5.9695,0.618,2024-12-31,2025-02-14,BLANK CHECKS
Checkpoint Capital L.P.,0001977548,AVADEL PHARMACEUTICALS PLC,AVDL,G29687103,1004790,10560343,5.3747,1.0424,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Checkpoint Capital L.P.,0001977548,REVOLUTION MEDICINES INC,RVMD,76155X100,210000,9185400,4.675,0.1259,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Checkpoint Capital L.P.,0001977548,PLIANT THERAPEUTICS INC,PLRX,729139105,535494,7052456,3.5894,0.8817,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Checkpoint Capital L.P.,0001977548,TSCAN THERAPEUTICS INC,TCRX,89854M101,1755987,5338200,2.7169,1.4793,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Checkpoint Capital L.P.,0001977548,CIDARA THERAPEUTICS INC,CDTX,171757206,196949,5113728,2.6027,3.1017,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Checkpoint Capital L.P.,0001977548,TREVI THERAPEUTICS INC,TRVI,89532M101,1084135,4466636,2.2733,1.073,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Checkpoint Capital L.P.,0001977548,STOKE THERAPEUTICS INC,STOK,86150R107,305387,3368419,1.7144,0.542,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Checkpoint Capital L.P.,0001977548,SOLENO THERAPEUTICS INC,SLNO,834203309,70027,3147714,1.602,0.1672,2024-12-31,2025-02-14,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS
Checkpoint Capital L.P.,0001977548,KYMERA THERAPEUTICS INC,KYMR,501575104,77535,3119233,1.5875,0.1019,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Checkpoint Capital L.P.,0001977548,ATYR PHARMA INC,LIFE,002120202,432561,1565871,0.797,0.6546,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Checkpoint Capital L.P.,0001977548,CYTOKINETICS INC,CYTK,23282W605,20000,940800,0.4788,0.017,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Checkpoint Capital L.P.,0001977548,ALLAKOS INC,ALLK,01671P100,0,0,0.0,0.0,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Checkpoint Capital L.P.,0001977548,PROTAGONIST THERAPEUTICS INC,PTGX,74366E102,0,0,0.0,0.0,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,MERUS N V,MRUS,N5749R100,3874182,162909353,11.9386,5.6761,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,VAXCYTE INC,PCVX,92243G108,1625000,133022500,9.7484,1.3137,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Commodore Capital LP,0001831942,NUVALENT INC,NUVL,670703107,1621600,126938848,9.3026,2.469,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,XENON PHARMACEUTICALS INC,XENE,98420N105,2740000,107408000,7.8713,3.5161,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,ENLIVEN THERAPEUTICS INC,ELVN,29337E102,4205000,94612500,6.9336,8.7119,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,VERA THERAPEUTICS INC,VERA,92337R101,1958600,82829194,6.07,3.5677,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,SOLENO THERAPEUTICS INC,SLNO,834203309,1525000,68548750,5.0235,3.6414,2024-12-31,2025-02-14,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS
Commodore Capital LP,0001831942,ALKERMES PLC,ALKS,G01767105,2300000,66148000,4.8476,1.4079,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,NURIX THERAPEUTICS INC,NRIX,67080M103,3000000,56520000,4.142,4.4696,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,COGENT BIOSCIENCES INC,COGT,19240Q201,6881629,53676706,3.9336,6.2466,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,SPYRE THERAPEUTICS INC,SYRE,00773J202,1988084,46282596,3.3918,3.9067,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,VIRIDIAN THERAPEUTICS INC,VRDN,92790C104,2400000,46008000,3.3716,3.6134,2024-12-31,2025-02-14,SERVICES-MEDICAL LABORATORIES
Commodore Capital LP,0001831942,SCHOLAR ROCK HLDG CORP,SRRK,80706P103,950000,41059000,3.009,0.9789,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Commodore Capital LP,0001831942,CENTESSA PHARMACEUTICALS PLC,CNTA,152309100,2218425,37158619,2.7231,1.9083,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,PHARVARIS N V,PHVS,N69605108,1911433,36642171,2.6853,3.5437,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,MIND MEDICINE MINDMED INC,MNMD,60255C885,4308425,29986638,2.1975,5.1332,2024-12-31,2025-02-14,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS
Commodore Capital LP,0001831942,ORUKA THERAPEUTICS INC,ORKA,687604108,1419714,27528254,2.0174,3.5374,2024-12-31,2025-02-14,
Commodore Capital LP,0001831942,CARDIFF ONCOLOGY INC,CRDF,14147L108,5384616,23369233,1.7126,11.4896,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Commodore Capital LP,0001831942,INHIBIKASE THERAPEUTICS INC,IKT,45719W205,5925000,19256250,1.4112,24.9871,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Commodore Capital LP,0001831942,NEUROGENE INC,NGNE,64135M105,800000,18288000,1.3402,4.7188,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,BRIGHT MINDS BIOSCIENCES INC,DRUG,10919W405,500000,18010000,1.3198,11.2032,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,ORIC PHARMACEUTICALS INC,ORIC,68622P109,2000000,16140000,1.1828,2.8352,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,APOGEE THERAPEUTICS INC,APGE,03770N101,290000,13137000,0.9627,0.5254,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Commodore Capital LP,0001831942,ABIVAX SA,ABVX,00370M103,1284110,9399685,0.6888,2.9817,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,PERCEPTIVE CAP SOLUTIONS COR,PCSC,G70077105,750000,7635000,0.5595,13.784,2024-12-31,2025-02-14,BLANK CHECKS
Commodore Capital LP,0001831942,HELIX ACQUISITION CORP II,HLXB,G4444H101,500000,5250000,0.3847,2.1268,2024-12-31,2025-02-14,BLANK CHECKS
Commodore Capital LP,0001831942,CELCUITY INC,CELC,15102K100,400000,5236000,0.3837,0.9347,2024-12-31,2025-02-14,SERVICES-MEDICAL LABORATORIES
Commodore Capital LP,0001831942,VISTAGEN THERAPEUTICS INC,VTGN,92840H400,1575000,4646250,0.3405,5.1283,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,AVALO THERAPEUTICS INC,AVTX,05338F306,483000,3588690,0.263,4.6123,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,THIRD HARMONIC BIO INC,THRD,88427A107,237704,2445974,0.1793,0.5753,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,NKARTA INC,NKTX,65487U108,351848,876102,0.0642,0.4783,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,CABALETTA BIO INC,CABA,12674W109,0,0,0.0,0.0,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Commodore Capital LP,0001831942,CELLDEX THERAPEUTICS INC NEW,CLDX,15117B202,0,0,0.0,0.0,2024-12-31,2025-02-14,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES
Commodore Capital LP,0001831942,C4 THERAPEUTICS INC,CCCC,12529R107,0,0,0.0,0.0,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Commodore Capital LP,0001831942,RHYTHM PHARMACEUTICALS INC,RYTM,76243J105,0,0,0.0,0.0,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,PERSPECTIVE THERAPEUTICS INC,ISR,46489V302,0,0,0.0,0.0,2024-12-31,2025-02-14,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
Commodore Capital LP,0001831942,SYNDAX PHARMACEUTICALS INC,SNDX,87164F105,0,0,0.0,0.0,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,INSTIL BIO INC,TIL,45783C200,0,0,0.0,0.0,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Commodore Capital LP,0001831942,KURA ONCOLOGY INC,KURA,50127T109,0,0,0.0,0.0,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Commodore Capital LP,0001831942,ARVINAS INC,ARVN,04335A105,0,0,0.0,0.0,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,MOONLAKE IMMUNOTHERAPEUTICS,MLTX,61559X104,8494151,459958277,25.2605,13.5049,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,PRAXIS PRECISION MEDICINES I,PRAX,74006W207,1693219,130310134,7.1565,8.9662,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,JANUX THERAPEUTICS INC,JANX,47103J105,2100000,112434000,6.1748,3.8441,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,ARCELLX INC,ACLX,03940C100,1300000,99697000,5.4753,2.4154,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Cormorant Asset Management, LP",0001583977,EDGEWISE THERAPEUTICS INC,EWTX,28036F105,3406534,90954458,4.9951,3.6312,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,NEWAMSTERDAM PHARMA COMPANY,NAMS,N62509109,3250000,83525000,4.5871,3.4299,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,EYEPOINT PHARMACEUTICALS INC,EYPT,30233G209,8325000,62021250,3.4061,15.2895,2024-12-31,2025-02-14,LABORATORY ANALYTICAL INSTRUMENTS
"Cormorant Asset Management, LP",0001583977,RAPPORT THERAPEUTICS INC,RAPP,75383L102,2940921,52171939,2.8652,8.386,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,CRINETICS PHARMACEUTICALS IN,CRNX,22663K107,1000000,51130000,2.808,1.2486,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,INSMED INC,INSM,457669307,650000,44876000,2.4645,0.3742,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,BRIDGEBIO PHARMA INC,BBIO,10806X102,1600000,43904000,2.4112,0.8488,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,CENTESSA PHARMACEUTICALS PLC,CNTA,152309100,2561600,42906800,2.3564,2.2035,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,BRIGHT MINDS BIOSCIENCES INC,DRUG,10919W405,1059331,38157103,2.0956,23.7359,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,VAXCYTE INC,PCVX,92243G108,425000,34790500,1.9107,0.3436,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Cormorant Asset Management, LP",0001583977,MERUS N V,MRUS,N5749R100,740000,31117000,1.7089,1.0842,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,HELIX ACQUISITION CORP II,HLXB,G4444H101,2909000,30544500,1.6775,12.374,2024-12-31,2025-02-14,BLANK CHECKS
"Cormorant Asset Management, LP",0001583977,AVIDITY BIOSCIENCES INC,RNA,05370A108,1050000,30534000,1.6769,0.8511,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,PHARVARIS N V,PHVS,N69605108,1466460,28112038,1.5439,2.7187,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,CORBUS PHARMACEUTICALS HLDGS,0SZI.L,21833P301,2375000,28025000,1.5391,21.4869,2024-12-31,2025-02-14,
"Cormorant Asset Management, LP",0001583977,TARSUS PHARMACEUTICALS INC,TARS,87650L103,500000,27685000,1.5204,1.3027,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Cormorant Asset Management, LP",0001583977,AXSOME THERAPEUTICS INC,AXSM,05464T104,325000,27498250,1.5102,0.6751,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
